system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,bsi,elev,landcover,mndwi,ndbi,ndvi,random,slope,.geo
0000000000000000065f_0,0.06658291457286432,0.20824961711185525,0.10934421615536166,0.05333899264289756,0.07155513152514652,0.06083501595779327,0.1308619091751622,0.3365847479098049,0.4515923566878981,0.4653696498054475,0.4732073517991199,0.4512650860748637,0.217507935738878,0.01627907,3,0.2687617071844347,0.19688200924874694,0.9140038752862428,0.6535985148353565,0.015328920676236733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000660_0,0.09312185929648241,0.4869246943384472,0.3635660005629046,0.1283955857385399,0.18345372768161375,0.26698365140363445,0.29150447945628666,0.3571700025335698,0.39445859872611466,0.4174448767833982,0.4365777892829407,0.42020461924891256,0.6260758844111989,0.01627907,3,0.28992408234125017,0.45774712715550175,0.6310942284746385,0.27141381613462057,0.015328920676236733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000661_0,0.09312185929648241,0.48530488279728995,0.37806079369546863,0.13660158460667798,0.19940029985007496,0.27160815475802774,0.2970651838121718,0.36635419305801875,0.4047770700636943,0.43638132295719845,0.4410432306497541,0.42020461924891256,0.6077022163350468,0.01627907,3,0.3086204095705422,0.4440188281952735,0.6377498086829217,0.6727839159125556,0.015328920676236733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000662_0,0.07349246231155779,0.5211432131453937,0.38115676892766676,0.11898698358800226,0.18181818181818182,0.2649645020517163,0.2908866234167439,0.3509627565239422,0.4005095541401274,0.4345006485084306,0.457351799119855,0.424370520124977,0.636585301625285,0.015813954,3,0.2740533844030303,0.4656095619626494,0.6427265156834251,0.32261402845787523,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000663_0,0.08581972361809045,0.5384886950652857,0.3865043625105545,0.12945670628183362,0.18727000136295488,0.28059662606656677,0.31306765523632996,0.3883962503166962,0.45025477707006367,0.47185473411154344,0.5053714729484856,0.4785884947619923,0.6192760774183387,0.015813954,3,0.27344909423290886,0.45124109339379403,0.6488145832068484,0.888815330187269,0.03631517390515973,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000664_0,0.08762562814070352,0.537341328556966,0.39748100197016606,0.12492925863044708,0.18849666076052882,0.27890314596495797,0.30929873339511893,0.3795287560172283,0.4473885350318471,0.4862516212710765,0.5036888428682371,0.4301292654536544,0.6106554370337635,0.015813954,3,0.2752147224853785,0.44196927288574617,0.6574861471296106,0.7868563866470277,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000665_0,0.055904522613065326,0.23241180593411728,0.13622291021671826,0.043859649122807015,0.0944527736131934,0.04442128574220022,0.1293790546802595,0.3721814035976691,0.5258598726114649,0.522568093385214,0.5410302873414444,0.42026588249709,0.19315521589106122,0.014883721,3,0.3043751086783951,0.1949237386596791,0.9523625116302462,0.12505569322641608,0.015328920676236733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000666_0,0.0522927135678392,0.23747371700023362,0.13115676892766676,0.04251556310130164,0.09118168188632957,0.04383508109164333,0.1461847389558233,0.3669875855079807,0.4894267515923567,0.5053177691309987,0.5044007248252653,0.4256570483367028,0.21163782617138951,0.015348837,3,0.292219178347038,0.20841868902043087,0.9508421879361041,0.2632672931373371,0.038966706001033496,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000667_0,0.04114321608040201,0.2365963190821068,0.14888826343934702,0.04980192416525184,0.09486166007905138,0.07776981697388133,0.1632375656472042,0.29389409678236633,0.3435668789808917,0.36329442282749674,0.3677193890758478,0.3613306377504135,0.37150483210261664,0.015813954,3,0.30149672501525915,0.29408815031905383,0.8514834194645848,0.5772585781758062,0.019493013772240872,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000668_0,0.0571608040201005,0.2422656594761571,0.15282859555305375,0.05121675155631013,0.1005860706010631,0.09392301178922687,0.1681804139635465,0.29262731188244234,0.35114649681528665,0.3692607003891051,0.37736215376650273,0.3729093916559456,0.39238613641514497,0.01627907,3,0.3092047446011257,0.2960156011012542,0.8242312620115311,0.33826626402030224,0.015328920676236733,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000669_0,0.06807474874371859,0.2894426706123615,0.21854770616380523,0.06975099037917375,0.11210303938939621,0.11724093011137889,0.17695396972505406,0.31650620724600964,0.37101910828025475,0.3590142671854734,0.394900336526016,0.3809348771671874,0.4654565456551263,0.015348837,3,0.2946717117212358,0.35302480469973635,0.7795127446163433,0.30214851848401314,0.019492938897811847,"{""type"":""MultiPoint"",""coordinates"":[]}"
